storeNo,productNo,price,stock
394,C796,2499,30494
449,C797,1028,5912
407,C798,5288,15103
393,C799,4399,26877
556,C800,2488,20332
532,C801,3399,61389
454,C802,969,17811
482,C803,898,6116
557,C804,8888,77410
558,C805,2799,49195
506,C806,1958,58876
449,C807,2749,81999
502,C808,2358,85438
6,C809,2999,16702
6,C810,1249,51340
395,C811,2699,2127
395,C812,1999,5939
389,C813,799,83426
389,C814,568,52010
382,C815,1999,51420
397,C816,1199,84417
382,C817,1499,47495
397,C818,1099,33807
559,C819,2469,34852
560,C820,698,19653
402,C821,749,36620
538,C822,538,2450
517,C823,1759,70275
405,C824,1099,64503
420,C825,1999,19133
442,C826,1988,7280
442,C827,3988,62972
520,C828,898,93989
517,C829,1399,22064
561,C830,1039,89757
421,C831,1199,47305
407,C832,3988,51609
526,C833,6399,59914
532,C834,3399,5841
562,C835,1058,96849
434,C836,1658,98117
460,C837,2608,3848
412,C838,3988,36441
563,C839,999,15171
564,C840,2560,95040
565,D01,699,2542
566,D02,999,42299
566,D03,799,90678
465,D04,2499,1957
566,D05,2099,42821
566,D06,2328,2326
6,D07,2999,33922
533,D08,1999,71681
6,D09,2799,20382
567,D10,2799,36963
568,D11,2499,23196
395,D12,988,6553
394,D13,2789,98132
569,D14,1999,73751
569,D15,2999,41918
570,D16,799,54312
385,D17,2699,6512
385,D18,629,14386
395,D19,777,61653
394,D20,2499,97594
389,D21,2679,80760
389,D22,1079,91329
386,D23,2999,33075
399,D24,1889,15271
568,D25,1399,82927
517,D26,1059,88509
408,D27,1358,61838
571,D28,2499,46859
572,D29,2599,99787
419,D30,1999,43524
418,D31,1098,59774
399,D32,2499,17165
426,D33,3799,24855
512,D34,109,69483
573,D35,2699,4307
425,D36,1599,91825
426,D37,1019,71831
574,D38,3999,34891
575,D39,1199,42220
418,D40,1358,35221
576,D41,798,71358
444,D42,2799,45426
577,D43,759,84308
398,D44,1049,65190
516,D45,3699,65209
578,D46,2999,10318
503,D47,3699,10993
579,D48,3699,15173
517,D49,1018,81783
420,D50,780,66416
580,D51,2679,53124
581,D52,939,17350
574,D53,1999,21716
484,D54,4299,58112
578,D55,798,90516
425,D56,1999,11655
420,D57,1079,64944
566,D58,1999,52052
566,D59,2999,50547
6,D60,1849,44299
6,D61,2499,49495
385,D62,1379,97860
395,D63,2499,84904
385,D64,1868,79620
395,D65,1789,21729
569,D66,1249,35921
394,D67,1799,61596
394,D68,1599,54633
569,D69,129,96573
389,D70,2799,28880
389,D71,1699,15612
399,D72,1009,25408
426,D73,1499,69508
399,D74,2599,49796
426,D75,495,4279
517,D76,2099,77133
512,D77,5099,81675
398,D78,2449,47573
577,D79,1999,29677
571,D80,2450,83135
582,D81,1358,91218
583,D82,7899,87145
584,D83,139,69572
568,D84,2699,80077
484,D85,59,57381
578,D86,759,80593
582,D87,49,75828
578,D88,3299,47607
517,D89,1799,47920
444,D90,1699,48131
386,D91,29,79508
573,D92,1399,20289
577,D93,488,29279
517,D94,269,23597
585,D95,739,18500
386,D96,2328,88567
586,D97,29,96392
587,D98,2599,4876
512,D99,1009,84818
573,D100,139,51297
460,D101,6299,44757
425,D102,2450,58560
425,D103,1799,6022
588,D104,179,85456
456,D105,1368,7031
409,D106,1466,63334
482,D107,2499,87362
577,D108,3899,40626
574,D109,1799,64352
576,D110,1599,44203
503,D111,1999,84370
408,D112,2599,99933
589,D113,5599,19829
566,D114,1999,61938
566,D115,999,30123
6,D116,1099,84643
6,D117,4399,47992
395,D118,2499,85386
385,D119,1009,22684
395,D120,988,30301
385,D121,989,74754
394,D122,2499,10580
394,D123,799,55630
569,D124,2499,43261
569,D125,1799,97679
389,D126,1999,75396
389,D127,949,3736
426,D128,59,50894
399,D129,549,30114
399,D130,4499,9485
426,D131,968,536
578,D132,76,65788
517,D133,6999,82238
517,D134,1708,11947
578,D135,5099,97802
582,D136,139,71960
456,D137,999,77319
590,D138,1789,62460
386,D139,519,31337
512,D140,1708,4765
512,D141,1599,49372
573,D142,1399,82685
503,D143,629.9,64952
398,D144,1599,298
591,D145,2199,40419
575,D146,849,30544
409,D147,2599,54546
409,D148,2029,65733
592,D149,758,40581
408,D150,2749,1235
577,D151,139,70210
503,D152,1989,1554
593,D153,2429,69722
577,D154,1349,9220
594,D155,1249,72836
573,D156,1358,81532
595,D157,1488,63679
408,D158,1949,53321
584,D159,1079,51414
424,D160,5499,257
398,D161,769,21870
484,D162,2699,55670
475,D163,1858,68719
574,D164,49,9901
576,D165,849,91167
574,D166,2099,90066
588,D167,499,28845
386,D168,1488,21308
596,D169,1079,32005
566,D170,1999,33192
566,D171,2499,20197
6,D172,1699,48347
6,D173,2999,38320
395,D174,1249,75370
395,D175,1799,56571
385,D176,2699,51823
385,D177,1439,25451
394,D178,769,5083
394,D179,1929,54588
569,D180,1939,33287
576,D181,929,42877
385,D182,6499,4651
437,D183,699,21419
569,D184,1449,92848
389,D185,788,84788
389,D186,5499,51182
399,D187,4899,22302
399,D188,1358,32598
517,D189,1749,33499
517,D190,6299,91492
409,D191,1699,18963
426,D192,979,3381
512,D193,1599,49948
503,D194,2999,59914
503,D195,2299,81534
512,D196,785,18327
409,D197,1089,10035
573,D198,6499,20375
408,D199,2999,2037
565,D200,1269,14048
576,D201,46,58602
386,D202,49,40463
597,D203,49,47691
594,D204,49,76081
574,D205,1689,95820
456,D206,899,77174
571,D207,938,27992
598,D208,108,7742
573,D209,59,80718
418,D210,769,26320
577,D211,3799,51925
574,D212,2499,68527
599,D213,968,72419
484,D214,129,18034
570,D215,1599,97153
398,D216,2599,26772
425,D217,59,21908
593,D218,2599,25582
591,D219,69,51538
591,D220,1999,72407
600,D221,2099,69672
386,D222,5499,38037
596,D223,2099,65156
398,D224,129,56422
475,D225,3199,64138
601,D226,1489,49840
578,D227,1598,75036
602,D228,179,48162
566,D229,799,59119
566,D230,799,65497
6,D231,2199,27006
6,D232,1999,36503
395,D233,1339,93126
395,D234,989,42295
385,D235,988,94592
385,D236,559,98902
394,D237,888,15457
394,D238,1999,14339
389,D239,1959,30049
389,D240,2789,16322
569,D241,619,83875
569,D242,1999,37272
399,D243,1999,92910
399,D244,3499,68026
517,D245,3499,53858
517,D246,6999,62372
512,D247,1999,26083
409,D248,2899,42379
409,D249,495,12856
512,D250,1399,85926
503,D251,3499,4175
503,D252,2679.1,29760
573,D253,2499,9879
574,D254,899,70332
573,D255,75,77855
575,D256,139,47370
587,D257,989,56804
574,D258,749,6968
444,D259,2699,18715
576,D260,139,58060
577,D261,2499,32675
598,D262,849,60832
577,D263,3699,11220
575,D264,48,25452
603,D265,1399,76975
593,D266,7699,78077
425,D267,799,34074
456,D268,2399,88679
571,D269,1299,20929
602,D270,1699,96325
398,D271,2599,2896
398,D272,1075,46862
593,D273,1699,40439
604,D274,7899,97257
408,D275,1299,50890
603,D276,1999,29377
386,D277,699,22248
511,D278,2069,38098
572,D279,1099,63555
600,D280,1999,43734
444,D281,6099,63888
566,D282,1959,49021
566,D283,529,90151
6,D284,6999,64956
6,D285,3199,59901
395,D286,1699,15101
395,D287,1399,2940
385,D288,3699,5251
394,D289,569,51340
394,D290,799,62242
385,D291,1258,9220
389,D292,3299,40580
389,D293,999,6363
569,D294,2049,81194
569,D295,549,81693
399,D296,529,87933
399,D297,1248,78038
517,D298,2999,69544
517,D299,1999,16019
409,D300,2499,41866
409,D301,1599,235
512,D302,4598,66931
573,D303,4899,80652
573,D304,49,16137
512,D305,799,6909
574,D306,618,98366
574,D307,848,20241
577,D308,1218,99588
575,D309,1249,85330
605,D310,1999,27887
386,D311,2099,18953
575,D312,2399,32797
600,D313,1059,91874
408,D314,2599,88163
577,D315,139,55839
600,D316,529,24197
601,D317,999,90477
606,D318,109,58809
426,D319,1238,49186
398,D320,2999,87841
607,D321,6999,14275
576,D322,788,22742
398,D323,1028,66574
565,D324,65,65780
576,D325,2499,2489
602,D326,135,61291
608,D327,6999,76927
586,D328,139,75506
386,D329,558,83157
580,D330,129,92413
609,D331,2698,53549
605,D332,769,91743
610,D333,1999,59916
444,D334,929,46000
566,D335,1998,41138
566,D336,2999,11527
6,D337,3499,79783
6,D338,3499,35674
395,D339,49,58704
395,D340,2999,25576
394,D341,2299,93243
385,D342,899,72969
385,D343,799,15044
389,D344,2799,70097
394,D345,1999,34465
569,D346,1999,81146
569,D347,549,75117
389,D348,999,36267
517,D349,1259,24220
399,D350,549,43239
399,D351,3300,83113
409,D352,1749,73298
409,D353,1599,10079
517,D354,2699,64999
573,D355,799,92591
573,D356,6999,10779
512,D357,1288,34225
574,D358,3399,76917
574,D359,129,95935
577,D360,2199,6387
512,D361,1999,37803
575,D362,518,30487
592,D363,29,72578
576,D364,739,77669
575,D365,2399,60538
577,D366,59,12154
456,D367,159,96265
607,D368,139,53898
570,D369,135.9,24038
444,D370,99,83714
604,D371,166,1876
456,D372,989,50722
600,D373,1389,87735
592,D374,798,5707
611,D375,59,75978
565,D376,3799,19803
612,D377,1899,4651
565,D378,1346,73265
587,D379,899,31913
482,D380,1999,5131
586,D381,2599,40606
580,D382,1099,41129
613,D383,1078,69396
398,D384,799,32214
614,D385,778,36020
607,D386,1199,14992
609,D387,1799,6114
566,D388,1638,15648
566,D389,1329,33777
395,D390,139,98155
395,D391,7099,10419
394,D392,3699,62717
394,D393,169,40877
385,D394,799,12769
569,D395,1099,40802
569,D396,899,26311
389,D397,939,99829
385,D398,2699,38547
389,D399,2699,57318
409,D400,679,27846
517,D401,2599,83073
517,D402,769,83916
573,D403,1279,2039
409,D404,2999,73
573,D405,798,46348
574,D406,75,74504
574,D407,1599,30150
512,D408,1999,28182
577,D409,1049,68022
565,D410,1399,96430
592,D411,1775,22691
584,D412,799,13397
399,D413,588,1668
592,D414,1399,50045
425,D415,1005,79550
420,D416,139,28044
565,D417,299,3915
600,D418,2999,11043
436,D419,559,33021
615,D420,525,50985
600,D421,1199,11547
578,D422,1339,36634
616,D423,2999,37745
588,D424,38,99285
607,D425,1249,44437
579,D426,849,38296
576,D427,1858,10559
617,D428,1228,91809
584,D429,2499,29065
576,D430,1799,44061
387,D431,498,22247
386,D432,2999,82141
424,D433,1889,616
425,D434,1799,82346
444,D435,499,7818
610,D436,76,29982
618,D437,1699,14797
571,D438,1746.1,31686
619,D439,1999,55994
593,D440,1699,15445
566,D441,179,87986
566,D442,2099,68997
395,D443,499,78658
395,D444,1799,94368
394,D445,1799,61060
569,D446,1288,88156
569,D447,4299,72863
385,D448,1999,76607
385,D449,1999,23365
517,D450,999,25130
517,D451,139,20407
409,D452,1009,32989
573,D453,1869,87084
573,D454,2899,66493
574,D455,999,73796
574,D456,1599,45825
565,D457,739,50679
565,D458,539,72170
592,D459,518,45289
592,D460,1799,89074
576,D461,2499,7032
589,D462,838,67130
605,D463,29,99900
602,D464,49,51530
591,D465,318,92364
618,D466,1899,11906
552,D467,59,32507
588,D468,278,57960
424,D469,488,49034
600,D470,1748,16945
398,D471,508,67455
576,D472,328,84222
398,D473,2799,69699
584,D474,538,9080
615,D475,1499,8949
444,D476,49,20036
577,D477,2499,749
577,D478,748,44902
620,D479,1949,86264
593,D480,492,8376
600,D481,1028,19345
475,D482,535,27671
607,D483,559,59352
618,D484,395,65487
444,D485,2190,1416
617,D486,1599,57648
593,D487,5499,8290
582,D488,2999,25110
607,D489,2999,13037
587,D490,492,15148
619,D491,2999,80838
482,D492,1688,63926
601,D493,1039,71471
566,D494,1199,98219
566,D495,558,50407
395,D496,538,93621
395,D497,5599,49872
569,D498,3499,48313
569,D499,1018,32668
385,D500,2299,47637
385,D501,2999,37230
517,D502,2699,89739
573,D503,999,27029
573,D504,1799,250
517,D505,1009,15810
574,D506,899,97266
574,D507,738,81557
592,D508,2388,12943
592,D509,798,42410
576,D510,1699,18316
577,D511,1149,66518
593,D512,308,722
444,D513,2288,9772
565,D514,139,48039
565,D515,1999,27176
593,D516,108,10830
621,D517,899,53716
6,D518,1199,61744
598,D519,2999,15737
622,D520,1478,23983
475,D521,3499,31253
571,D522,1689,58620
615,D523,3999,70418
587,D524,798,41306
444,D525,798,39863
465,D526,139,45605
623,D527,1999,90755
615,D528,3499,97740
619,D529,649,86535
618,D530,799,91436
570,D531,998,39422
576,D532,2999,91796
604,D533,3499,52377
624,D534,2698,48827
583,D535,1199,13949
570,D536,2378,7601
625,D537,1449,49533
587,D538,2499,52862
622,D539,2499,77087
609,D540,319,78842
436,D541,2999,53582
616,D542,1599,14809
577,D543,1628,6048
588,D544,3499,59236
616,D545,888,66781
426,D546,4199,5570
566,D547,1888,70765
566,D548,98,90982
395,D549,1099,28391
395,D550,2899,1169
569,D551,2799,52405
569,D552,132.6,86640
573,D553,1699,49529
517,D554,1299,53876
574,D555,49,94446
573,D556,3599,42665
517,D557,1249,9758
574,D558,2499,69460
593,D559,669,63674
593,D560,949,64393
444,D561,1219,47026
565,D562,1999,67290
615,D563,1749,22433
592,D564,1008,90584
444,D565,688,55886
616,D566,2450,38791
592,D567,519,13040
621,D568,1888,78903
626,D569,1999,21885
607,D570,799,46607
609,D571,1599,86215
584,D572,5499,59902
627,D573,7699,72992
570,D574,2999,17216
628,D575,199,81450
629,D576,549,86147
588,D577,132.6,64805
576,D578,7699,33786
616,D579,2999,91531
630,D580,835,45243
430,D581,2399,80926
598,D582,169,38088
605,D583,165,40153
571,D584,199,45990
488,D585,518,36795
612,D586,1079,35159
577,D587,1699,12783
629,D588,2450,40784
605,D589,1898,53840
570,D590,1688,79414
482,D591,1599,46541
624,D592,588,46289
611,D593,2099,17509
606,D594,999,91507
482,D595,889,63878
631,D596,2249,3905
632,D597,1699,1788
460,D598,2378,45974
617,D599,2119,50212
566,D600,129,12130
566,D601,2599,26564
395,D602,799,67827
395,D603,2249,70703
569,D604,3099,52226
569,D605,849,81603
573,D606,4299,84189
573,D607,1999,4756
517,D608,1999,56970
574,D609,3599,42279
574,D610,499,50944
517,D611,1899,95565
593,D612,1399,51865
593,D613,1999,19308
592,D614,1869,62533
592,D615,699,77633
616,D616,588,18919
616,D617,999,9364
633,D618,3499,88908
587,D619,1399,4293
632,D620,1999,98690
511,D621,99,25352
482,D622,1098,5774
584,D623,3599,88460
634,D624,1399,40135
482,D625,39.9,14697
615,D626,849,98091
582,D627,2599,32752
582,D628,1649,61405
606,D629,6199,15135
460,D630,410,62170
540,D631,999,36063
635,D632,1718,85695
591,D633,516,65251
636,D634,1399,26525
628,D635,49,21783
605,D636,1348,982
605,D637,59,20485
584,D638,639,81171
637,D639,179,5405
627,D640,665,58726
465,D641,1699,35990
619,D642,669,25427
511,D643,1399,35620
457,D644,136,77419
588,D645,1099,59350
475,D646,129,59547
444,D647,1999,17956
430,D648,769,89801
558,D649,2099,93653
488,D650,2699,79890
479,D651,1868,7993
638,D652,2898,13805
566,D653,2869,68167
566,D654,1699,21600
395,D655,5599,54699
395,D656,1999,33416
569,D657,2799,37264
569,D658,487.1,71081
573,D659,1099,59795
574,D660,1049,69509
574,D661,99,8599
573,D662,2899,64149
592,D663,549,2333
593,D664,1899,57544
616,D665,1999,14460
517,D666,1529,56004
616,D667,5599,67000
592,D668,1699,42849
605,D669,1728,43605
482,D670,1999,49094
582,D671,599,55334
582,D672,2199,92942
624,D673,2699,89885
457,D674,139,71187
639,D675,799,31926
484,D676,599,1976
584,D677,2499,84966
602,D678,1299,69459
460,D679,5799,2497
606,D680,3499,55706
604,D681,779,59454
640,D682,1999,58549
484,D683,3299,62136
594,D684,40.9,80868
460,D685,76,60136
641,D686,758,92902
426,D687,990,62489
624,D688,1799,15041
606,D689,891.8,11529
601,D690,1999,72092
629,D691,886,60012
493,D692,179,72827
482,D693,1999,32945
642,D694,666,48052
643,D695,799,46924
609,D696,2088,10062
537,D697,958,76332
493,D698,799,27208
605,D699,999,48952
583,D700,798,83599
644,D701,1375,98290
645,D702,2615,36846
646,D703,2879,14384
579,D704,798,6871
632,D705,1389,71217
566,D706,1079,52590
395,D707,969,22930
395,D708,749,94303
569,D709,228,5177
569,D710,669,12484
574,D711,1999,17256
574,D712,1199,60810
616,D713,1999,99257
484,D714,2999,95898
592,D715,1399,5421
460,D716,2499,22966
592,D717,989,82562
647,D718,759,55058
605,D719,3399,67290
532,D720,1288,60409
477,D721,63.9,59703
482,D722,59,36257
586,D723,799,41344
628,D724,849,32101
648,D725,1699,64147
412,D726,1399,11122
420,D727,549,33008
610,D728,159,83420
649,D729,6999,14118
650,D730,3499,73848
479,D731,3299,53615
532,D732,2249,92544
588,D733,549,20061
651,D734,1079,78619
652,D735,1999,61357
444,D736,1999,2340
597,D737,1399,58793
445,D738,1849,48546
653,D739,3198,61521
420,D740,1266,17940
651,D741,798,61061
482,D742,769.99,55303
558,D743,7699,44285
654,D744,48,50161
570,D745,189,38045
627,D746,1879,55393
655,D747,1999,38695
610,D748,839,54439
605,D749,3299,12149
656,D750,789.99,55924
628,D751,742.84,20548
657,D752,888,28434
658,D753,2639,62087
632,D754,1999,9310
621,D755,6499,15363
493,D756,1938,39524
570,D757,1399,78388
465,D758,1799,89731
395,D759,666,89344
395,D760,798,31856
569,D761,1808,69320
574,D762,1499,85206
574,D763,1039,85953
569,D764,1148,27552
420,D765,1999,55639
616,D766,2099,10255
659,D767,1499,24417
524,D768,549,26399
657,D769,1469,84304
660,D770,799,32612
477,D771,2599,44179
482,D772,2999,7013
420,D773,869,22479
475,D774,159,34637
661,D775,769,89157
662,D776,999,45823
605,D777,988,95950
586,D778,1220.41,41693
605,D779,3399,23026
630,D780,6599,87581
630,D781,888,38972
512,D782,179,32644
663,D783,599,8338
484,D784,49,4374
664,D785,4899,83968
465,D786,389,21414
610,D787,629,12944
610,D788,38.2,84285
475,D789,2499,86677
589,D790,729,7981
665,D791,1299,85515
586,D792,3099,83334
582,D793,1949,2047
460,D794,828,39672
591,D795,1699,19846
482,D796,6999,31025
425,D797,1466,48145
540,D798,496,27500
540,D799,139,97372
533,D800,1098,32916
582,D801,3799,18509
666,D802,868,75149
667,D803,2318,32485
668,D804,1999,38037
589,D805,2099,70318
591,D806,129,871
669,D807,845,46817
454,D808,538,68786
670,D809,579,72042
488,D810,799,90069
671,D811,889,22368
395,D812,5599,69061
395,D813,2599,65409
574,D814,38,85470
574,D815,1019,29323
630,D816,2799,18638
610,D817,2739,327
482,D818,2999,87786
591,D819,749,54223
672,D820,1999,91874
673,D821,5499,96725
674,D822,2699,85802
675,D823,99,27498
638,D824,1749,88622
627,D825,2849,45153
627,D826,1488,71999
676,D827,2100,19718
671,D828,1499,29194
488,D829,749,65038
677,D830,189,52019
425,D831,779,65175
588,D832,2450,95117
420,D833,679,10918
678,D834,629,9492
679,D835,4498,23562
586,D836,1228,79257
484,D837,5499,54688
586,D838,588,6617
482,D839,1799,95832
680,D840,1059,55475
681,E01,19.9,36495
682,E02,39.8,74236
683,E03,49.9,20890
684,E04,148,83639
685,E05,48,59903
686,E06,138,40634
687,E07,89,42094
688,E08,25.8,39973
689,E09,108,20062
690,E10,55,83174
691,E11,79,88354
692,E12,108,6645
693,E13,138,70376
694,E14,65,86084
695,E15,16.8,71154
696,E16,16.9,35363
697,E17,108,23607
698,E18,98,62567
699,E19,62,50484
700,E20,69,97874
701,E21,138,90392
702,E22,69.9,5488
683,E23,39.9,14629
703,E24,16.8,67568
704,E25,138,59703
682,E26,89.8,96893
686,E27,158,85520
705,E28,29.8,83049
701,E29,69.8,12794
688,E30,19.8,8220
706,E31,59.8,59546
707,E32,79.9,47605
708,E33,59,63989
709,E34,118,93999
710,E35,17.8,2168
702,E36,138,46392
711,E37,26.8,70217
705,E38,26.8,76478
712,E39,98,88219
713,E40,49.9,74163
714,E41,89,23595
715,E42,16.8,68405
716,E43,16.8,81765
717,E44,98,3152
718,E45,88,95261
719,E46,59.9,14329
720,E47,24.8,72746
711,E48,25.8,87608
721,E49,35.8,30160
722,E50,66,64944
723,E51,188,39767
684,E52,88,87995
724,E53,29.8,57216
725,E54,56,56454
726,E55,116,23013
727,E56,39.8,35669
728,E57,118,74771
683,E58,39.9,98821
682,E59,49.8,66193
682,E60,148,11492
729,E61,19.8,97420
730,E62,108,99510
731,E63,69,79418
732,E64,49,92302
733,E65,108,46968
683,E66,39.9,32423
734,E67,108,26927
684,E68,138,16134
705,E69,29.8,75716
735,E70,68,24822
736,E71,68,56392
737,E72,98,94337
738,E73,19.9,53578
727,E74,26.8,38326
686,E75,398,72462
739,E76,78,7584
740,E77,109,12290
741,E78,138,27967
742,E79,99,9801
743,E80,48,5562
744,E81,26.8,98024
700,E82,79,5284
745,E83,26.9,25082
746,E84,138,22519
747,E85,118,75566
748,E86,29.8,90748
749,E87,88.9,91733
750,E88,148,93916
751,E89,128,41979
705,E90,19.8,98411
718,E91,188,96460
752,E92,59,64579
753,E93,79,25882
754,E94,22.5,22974
755,E95,98,97696
715,E96,25.8,41928
719,E97,39.8,44983
691,E98,99,96296
756,E99,98,74242
713,E100,118,76408
757,E101,26.8,87080
725,E102,62,25987
758,E103,59.9,85495
727,E104,29.8,55504
695,E105,19.8,91147
704,E106,118,72858
759,E107,79,34341
760,E108,69,27039
761,E109,29.8,617
684,E110,129,86627
726,E111,118,7604
719,E112,29.9,59829
762,E113,25.8,45074
682,E114,39.8,84452
682,E115,59.8,60924
683,E116,49.9,35879
683,E117,109,25342
763,E118,79,65488
764,E119,39,76295
765,E120,29.8,55622
694,E121,128,41405
719,E122,59.8,1497
766,E123,16.8,35233
767,E124,13.8,78380
768,E125,33.9,7621
698,E126,78,93584
769,E127,78,88832
688,E128,18.8,3432
770,E129,24.8,90481
771,E130,19.9,82155
772,E131,18.8,19170
773,E132,29.9,64672
774,E133,48.8,77630
775,E134,59.8,57688
776,E135,29.7,35000
777,E136,29.9,60462
778,E137,44.9,50491
779,E138,28,22607
780,E139,69.9,74100
724,E140,25.8,40857
781,E141,24.8,43156
782,E142,118,96311
783,E143,19.8,81395
784,E144,59,93033
785,E145,69,25341
786,E146,19.7,17099
686,E147,188,98972
787,E148,188,50307
788,E149,98,43542
789,E150,138,80645
790,E151,27.8,85016
791,E152,118,55101
792,E153,45,91133
793,E154,98,91722
737,E155,118,38815
794,E156,29.8,11455
748,E157,19.8,61369
795,E158,138,88849
757,E159,26.8,74983
796,E160,31.9,38123
797,E161,198,89746
798,E162,98,73472
799,E163,68,81655
800,E164,48,41210
801,E165,108,82435
802,E166,98,4374
803,E167,128,36462
804,E168,128,73143
805,E169,78,86002
682,E170,108,18407
682,E171,39.8,32301
683,E172,39.9,93818
683,E173,29.9,40945
806,E174,19.8,65653
807,E175,25.9,43326
737,E176,258,81159
808,E177,88,50064
737,E178,168,30660
809,E179,29.8,29539
810,E180,108,17088
811,E181,26.8,1350
754,E182,39.9,23088
812,E183,22.8,208
727,E184,35.8,51361
720,E185,24.8,28147
725,E186,68,28831
813,E187,208,90835
719,E188,19.9,10970
814,E189,98,4270
815,E190,128,9934
686,E191,115,70008
684,E192,288,59948
816,E193,19.8,48356
817,E194,59,48070
708,E195,69,78141
705,E196,19.8,8316
818,E197,29.9,67139
819,E198,59,45330
820,E199,79,61158
821,E200,39.8,71650
791,E201,88,68336
822,E202,39.9,33119
823,E203,119,75761
824,E204,59.8,84876
686,E205,88,94899
825,E206,19.9,8907
826,E207,29.8,25006
734,E208,98,27112
827,E209,58.8,14765
828,E210,99.9,82022
761,E211,29.8,86389
829,E212,24.9,37107
698,E213,148,80151
830,E214,19.88,2665
715,E215,25.8,87780
719,E216,19.9,56474
831,E217,16.8,31104
832,E218,128,88678
698,E219,98,40974
833,E220,129,28039
740,E221,99,57724
834,E222,138,99763
727,E223,75.8,77412
835,E224,19.6,48284
836,E225,18.9,92196
837,E226,35,94268
838,E227,39.8,73546
809,E228,29.8,27297
682,E229,39.8,62125
682,E230,46.8,12327
683,E231,49.9,67054
737,E232,218,83880
737,E233,338,35803
683,E234,39.9,78214
839,E235,26.8,27537
840,E236,19.8,40296
713,E237,138,63171
719,E238,39.8,80413
841,E239,49,15684
842,E240,18.8,78410
727,E241,58.8,57204
843,E242,16.8,53204
684,E243,298,50306
718,E244,118,58182
716,E245,29.8,60827
719,E246,39.8,28006
691,E247,39.9,9667
844,E248,35.8,1745
845,E249,17.9,32078
712,E250,88,83584
695,E251,29.8,3967
727,E252,18.8,24527
748,E253,49.8,73036
801,E254,88,64844
846,E255,68,28404
847,E256,46.8,34
848,E257,29.9,35092
705,E258,18.8,25204
849,E259,78,79608
850,E260,68,61221
788,E261,49.9,78812
851,E262,16.8,67377
686,E263,268,4279
852,E264,99,47940
853,E265,98,60440
757,E266,26.8,1223
763,E267,38,77923
759,E268,69.8,93099
854,E269,32.9,7632
855,E270,19.8,12190
856,E271,15.8,79560
686,E272,198,65373
857,E273,39.9,54574
858,E274,118,76511
859,E275,49.9,62166
835,E276,49.9,56438
860,E277,98,59248
691,E278,79,84571
699,E279,62,283
705,E280,29.8,2241
861,E281,19.8,65326
714,E282,128,66730
747,E283,168,59757
862,E284,16.8,61650
682,E285,39.8,23507
682,E286,39.8,95954
727,E287,29.8,64660
727,E288,18.8,73761
823,E289,148,12978
756,E290,78,24243
863,E291,99,53705
864,E292,99,19684
733,E293,89,63596
865,E294,59.8,36210
866,E295,138,17213
700,E296,99,47333
867,E297,118,68892
843,E298,16.8,69649
813,E299,318,28466
684,E300,258,11687
868,E301,67.9,73137
719,E302,39.8,74166
819,E303,39,41320
869,E304,36,3189
804,E305,168,71258
703,E306,18.8,41393
870,E307,35.8,95174
813,E308,238,78275
748,E309,118,46591
871,E310,108,47001
872,E311,25.8,13070
747,E312,218,20767
873,E313,24.8,87067
874,E314,18.8,70320
875,E315,58.8,77187
876,E316,15.8,14242
877,E317,89,33530
737,E318,58,91664
804,E319,88,48289
698,E320,128,36664
878,E321,49.8,83637
724,E322,29.8,22264
831,E323,29.8,98174
879,E324,138,41954
880,E325,96.9,99577
881,E326,39.8,77799
821,E327,49.8,89426
878,E328,49.8,52827
787,E329,108,21733
882,E330,16.8,69269
883,E331,98,54892
884,E332,39.9,1833
726,E333,119,78635
885,E334,48,56116
867,E335,118,43074
886,E336,79,84541
887,E337,98,36484
888,E338,118,91350
711,E339,29.8,69813
889,E340,39.9,91379
727,E341,45.9,88786
682,E342,9.9,56282
727,E343,35.8,62437
878,E344,49.8,59262
890,E345,44.9,6614
891,E346,53.99,34381
892,E347,39.8,1442
738,E348,18.8,56155
893,E349,68,28339
706,E350,38.81,24359
813,E351,158,72185
841,E352,69,71174
742,E353,97,62603
894,E354,28.8,85331
895,E355,58,59979
684,E356,209,26034
896,E357,29.9,63498
897,E358,39.9,2380
898,E359,78,28510
899,E360,49.8,65539
701,E361,158,7097
884,E362,29.9,17693
900,E363,88,81523
687,E364,108,50331
795,E365,89,23489
717,E366,148,99861
737,E367,148,95667
901,E368,16.8,5315
747,E369,188,78853
807,E370,25.9,90589
902,E371,66,6152
792,E372,79,12429
903,E373,18.8,67409
717,E374,198,1230
904,E375,29.9,74423
801,E376,118,73172
737,E377,98,71187
706,E378,138,7437
905,E379,19.9,40215
704,E380,198,44200
686,E381,128,94474
708,E382,108,31578
906,E383,138,6238
704,E384,128,13446
907,E385,138.24,92655
908,E386,19.8,74036
801,E387,98,89199
762,E388,15.9,71531
808,E389,118,48069
695,E390,16.8,55329
867,E391,88,93565
843,E392,29.8,86010
864,E393,199,72216
909,E394,17.8,31951
760,E395,79,25479
910,E396,34.9,61178
727,E397,35.8,1291
727,E398,49.8,75738
767,E399,14.8,35439
717,E400,98,88082
911,E401,19.9,16484
912,E402,23.8,83933
729,E403,19.8,32887
913,E404,148,32322
760,E405,69,26817
914,E406,59,57071
704,E407,148,95658
915,E408,128,22373
916,E409,15.9,70384
867,E410,108,45195
813,E411,428,90880
686,E412,78,2560
917,E413,19.9,67972
719,E414,49.8,2768
