storeNo,name,type,seviceHotline,foundDate
771,齐峰缘旗舰店,食品店,13641545676,2009/2/10
772,果迹旗舰店,食品店,13906547217,2009/2/11
773,橙织梦旗舰店,食品店,13410067698,2009/2/12
774,tb092527219,食品店,13925845829,2009/2/13
775,古山侠生鲜旗舰店,食品店,13430373496,2009/2/14
776,轩辕阁小生,食品店,13898028007,2009/2/15
777,小饭团李简如旗舰店,食品店,13953392192,2009/2/16
778,tb246886_77,食品店,13502267651,2009/2/17
779,某某某那个谁,食品店,13553188055,2009/2/18
780,棕满香商城,食品店,13512832222,2009/2/19
781,口水铺子旗舰店,食品店,13624202796,2009/2/20
782,乘木旗舰店,食品店,13675084709,2009/2/21
783,鲜媳妇旗舰店,食品店,13920042250,2009/2/22
784,等待的一颗心,食品店,13824205916,2009/2/23
785,恬恬奇果旗舰店,食品店,13228964788,2009/2/24
786,鲜蜜季旗舰店,食品店,13358023148,2009/2/25
787,tb麦哆哆,食品店,13782739673,2009/2/26
788,瑞疆源旗舰店,食品店,13638280233,2009/2/27
789,仙庆旗舰店,食品店,13892745924,2009/2/28
790,贝森林旗舰店,食品店,13730021811,2009/3/1
791,水果特工团旗舰店,食品店,13925763640,2009/3/2
792,寻食者旗舰店,食品店,13202302231,2009/3/3
793,上海创腾,食品店,13218786145,2009/3/4
794,鲜丰季旗舰店,食品店,13480419413,2009/3/5
795,溪口旗舰店,食品店,13847431873,2009/3/6
796,xuanyuanmoliang,食品店,13438437878,2009/3/7
797,乡隆旗舰店,食品店,13763401487,2009/3/8
798,蜜屯旗舰店,食品店,13897556319,2009/3/9
799,仙献鲜旗舰店,食品店,13532676931,2009/3/10
800,jiyou52001,食品店,13189696304,2009/3/11
801,奉之蜜旗舰店,食品店,13948533138,2009/3/12
802,佳嘉乐食品旗舰店,食品店,13130634353,2009/3/13
803,优菓脆旗舰店,食品店,13368622056,2009/3/14
804,桔班长旗舰店,食品店,13854303832,2009/3/15
805,guocaifen123,食品店,13244378625,2009/3/16
806,鲜意浓旗舰店,食品店,13607785840,2009/3/17
807,智果屋旗舰店,食品店,13227937753,2009/3/18
808,早点到旗舰店,食品店,13814377245,2009/3/19
809,曹大顺旗舰店,食品店,13952189800,2009/3/20
810,天山果域,食品店,13942787588,2009/3/21
811,楚寨旗舰店,食品店,13498661381,2009/3/22
812,我会快乐的爱你,食品店,13325886286,2009/3/23
813,阳山无锡专卖店,食品店,13351517089,2009/3/24
814,季富林,食品店,13898021946,2009/3/25
815,890627901014zhang,食品店,13284264543,2009/3/26
816,本该时鲜旗舰店,食品店,13177785005,2009/3/27
817,勤劳的唐叔叔,食品店,13864437115,2009/3/28
818,恬呈旗舰店,食品店,13671135359,2009/3/29
819,赞菓知旗舰店,食品店,13262316218,2009/3/30
820,筱筱筱93,食品店,13805824157,2009/3/31
821,苑农小镇旗舰店,食品店,13339948644,2009/4/1
822,梦强旗舰店,食品店,13104236647,2009/4/2
823,fenkemei,食品店,13241872490,2009/4/3
824,土哆哆旗舰店,食品店,13798257498,2009/4/4
825,妃常想旗舰店,食品店,13425881303,2009/4/5
826,淘醉沂蒙旗舰店,食品店,13384426208,2009/4/6
827,农锦鲜旗舰店,食品店,13276478471,2009/4/7
828,润宁生鲜旗舰店,食品店,13964089252,2009/4/8
829,叁伍食味旗舰店,食品店,13661803594,2009/4/9
830,苏北丑果旗舰店,食品店,13580426407,2009/4/10
831,馋果人旗舰店,食品店,13762369287,2009/4/11
832,鲜果娃,食品店,13385743433,2009/4/12
833,鲜蜂队旗舰店,食品店,13881724527,2009/4/13
834,高果旗舰店,食品店,13579652426,2009/4/14
835,果屯沂蒙旗舰店,食品店,13197167722,2009/4/15
836,张德中1233,食品店,13281617380,2009/4/16
837,刘15020688,食品店,13783183112,2009/4/17
838,清晨阳光102721563,食品店,13445408784,2009/4/18
839,花野旗舰店,食品店,13950144975,2009/4/19
840,果彩众蔬食品旗舰店,食品店,13364462575,2009/4/20
841,张格庄水果旗舰店,食品店,13231341560,2009/4/21
842,鲜动脉旗舰店,食品店,13754326462,2009/4/22
843,鲜吉士旗舰店,食品店,13911443793,2009/4/23
844,优度食品旗舰店,食品店,13674792649,2009/4/24
845,悦果邦旗舰店,食品店,13926678706,2009/4/25
846,nono美妆,食品店,13916109164,2009/4/26
847,卡布诺旗舰店,食品店,13247635171,2009/4/27
848,桃小蒙旗舰店,食品店,13206391703,2009/4/28
849,淘河源,食品店,13170218143,2009/4/29
850,贡果力旗舰店,食品店,13802841049,2009/4/30
851,轲惠旗舰店,食品店,13512775813,2009/5/1
852,陈氏河阴软籽石榴旗舰店,食品店,13923049512,2009/5/2
853,佰将果皇食品旗舰店,食品店,13261750304,2009/5/3
854,沂蒙山鲜果园01,食品店,13342161260,2009/5/4
855,炫果季旗舰店,食品店,13500392586,2009/5/5
856,护味者鲜果店,食品店,13614801808,2009/5/6
857,庆联水果旗舰店,食品店,13737955423,2009/5/7
858,妙之韵旗舰店,食品店,13159498688,2009/5/8
859,蒙山靓妞旗舰店,食品店,13825543064,2009/5/9
860,果师弟旗舰店,食品店,13123251203,2009/5/10
861,万荣苹果旗舰店,食品店,13896091436,2009/5/11
862,代小丫旗舰店,食品店,13580144142,2009/5/12
863,果相传旗舰店,食品店,13977642192,2009/5/13
864,蜜桃匠旗舰店,食品店,13268395573,2009/5/14
865,华_王,食品店,13797889054,2009/5/15
866,阿明原生态土产商行,食品店,13928215445,2009/5/16
867,江南古月旗舰店,食品店,13118376287,2009/5/17
868,淘乡甜官方旗舰店,食品店,13227836501,2009/5/18
869,陕西原产地商品官方旗舰店,食品店,13809323109,2009/5/19
870,绿参食品专营店,食品店,13961181095,2009/5/20
871,优迈食品旗舰店,食品店,13947433684,2009/5/21
872,提萌鲜旗舰店,食品店,13231821078,2009/5/22
873,我是平邑小哥,食品店,13277028658,2009/5/23
874,songleilei2958784476,食品店,13796337923,2009/5/24
875,摩天楼主,食品店,13146734284,2009/5/25
876,芳湘旗舰店,食品店,13246920461,2009/5/26
877,诸葛农夫旗舰店,食品店,13406073854,2009/5/27
878,优亩甜旗舰店,食品店,13398911579,2009/5/28
879,排排坐吃果果水果旗舰店,食品店,13878891188,2009/5/29
880,迷你哈尼旗舰店,食品店,13189032876,2009/5/30
881,纯香果旗舰店,食品店,13561275207,2009/5/31
882,优敏食品旗舰店,食品店,13725400227,2009/6/1
883,农仁乐旗舰店,食品店,13699944973,2009/6/2
884,醇果乐旗舰店,食品店,13406120010,2009/6/3
885,仙居小霸王,食品店,13982969314,2009/6/4
886,恋鲜记旗舰店,食品店,13344959572,2009/6/5
887,源润鲜旗舰店,食品店,13788846731,2009/6/6
888,悠鲜汇旗舰店,食品店,13823121952,2009/6/7
889,歌慕旗舰店,食品店,13854190262,2009/6/8
890,六井旗舰店,食品店,13229332482,2009/6/9
891,什么是什么h,食品店,13448476148,2009/6/10
892,宠小二旗舰店,食品店,13939025557,2009/6/11
893,溪水潺潺旗舰店,食品店,13454590339,2009/6/12
894,果窝镇旗舰店,食品店,13841757100,2009/6/13
895,jiooobn,食品店,13627084777,2009/6/14
896,十三o行,食品店,13907080261,2009/6/15
897,桃花村土特产,食品店,13867811932,2009/6/16
898,无锡阳山水蜜桃a,食品店,13727874147,2009/6/17
899,果秀旗舰店,食品店,13662067607,2009/6/18
900,奉化水蜜桃特产店,食品店,13646071014,2009/6/19
901,鲜视鲜旗舰店,食品店,13264505015,2009/6/20
902,图果旗舰店,食品店,13687672538,2009/6/21
903,甜可果园水果旗舰店,食品店,13214529806,2009/6/22
904,南国屋食品专营店,食品店,13454713708,2009/6/23
905,荔鲜丰旗舰店,食品店,13902365659,2009/6/24
906,无锡精品美食,食品店,13667640146,2009/6/25
907,臻果悦旗舰店,食品店,13610905300,2009/6/26
908,鲜动乐旗舰店,食品店,13562355351,2009/6/27
909,田小二水果旗舰店,食品店,13835996062,2009/6/28
910,果仁淘旗舰店,食品店,13411144235,2009/6/29
911,千谷恋旗舰店,食品店,13927386309,2009/6/30
912,贵宫食品旗舰店,食品店,13786796705,2009/7/1
913,青荡旗舰店,食品店,13903579235,2009/7/2
914,鲜万家旗舰店,食品店,13761085637,2009/7/3
915,臻瀚伯农旗舰店,食品店,13873621538,2009/7/4
916,旗舰果旗舰店,食品店,13870620195,2009/7/5
917,小心柑儿旗舰店,食品店,13540632449,2009/7/6
918,糖宝果鲜旗舰店,食品店,13466003709,2009/7/7
919,部派旗舰店,食品店,13479131782,2009/7/8
920,硕满园食品专营店,食品店,13147883790,2009/7/9
921,老赵家的三妮,食品店,13725487499,2009/7/10
922,誉福园旗舰店,食品店,13446097993,2009/7/11
923,两闺女旗舰店,食品店,13946041164,2009/7/12
924,冰蝶水果旗舰店,食品店,13680634352,2009/7/13
925,丞贡园旗舰店,食品店,13274374811,2009/7/14
926,妮妮家的小铺,食品店,13887608296,2009/7/15
927,每日报到食品专营店,食品店,13230326152,2009/7/16
928,红禄喜旗舰店,食品店,13230747398,2009/7/17
929,梵果鲜旗舰店,食品店,13621788638,2009/7/18
930,寂静山林旗舰店,食品店,13725383828,2009/7/19
931,鲜果直达888666,食品店,13270052172,2009/7/20
932,yjb598,食品店,13892803968,2009/7/21
933,佳德护理,食品店,13204794691,2009/7/22
934,褚鲜生旗舰店,食品店,13393332519,2009/7/23
935,沁园春水果旗舰店,食品店,13384960460,2009/7/24
936,沁优食品专营店,食品店,13808530389,2009/7/25
937,速淘网络科技,食品店,13914636365,2009/7/26
938,正大食品旗舰店,食品店,13683178173,2009/7/27
939,果弗香旗舰店,食品店,13229581324,2009/7/28
940,塔么鱼旗舰店,食品店,13527396154,2009/7/29
941,银殿山旗舰店,食品店,13601332022,2009/7/30
942,悠联旗舰店,食品店,13354915090,2009/7/31
943,帮农日记旗舰店,食品店,13936065572,2009/8/1
944,生活好管家旗舰店,食品店,13981290014,2009/8/2
945,梅西buy,食品店,13184814599,2009/8/3
946,鲜梦想旗舰店,食品店,13176817097,2009/8/4
947,乔家岭旗舰店,食品店,13134489961,2009/8/5
948,有一个赖小姐,食品店,13882377613,2009/8/6
949,ab琳琳87,食品店,13310167261,2009/8/7
950,亲果农旗舰店,食品店,13760124946,2009/8/8
951,花果鲜旗舰店,食品店,13505664541,2009/8/9
952,qingtian2008,食品店,13252446578,2009/8/10
953,尹鲜汇旗舰店,食品店,13582079060,2009/8/11
954,洋淇旗舰店,食品店,13593429064,2009/8/12
955,惠惠阳山水蜜桃,食品店,13111408588,2009/8/13
956,谷旋律旗舰店,食品店,13197843659,2009/8/14
957,鲜满枝头旗舰店,食品店,13223148001,2009/8/15
958,吉农坡旗舰店,食品店,13378305821,2009/8/16
959,luxuming333,食品店,13241134248,2009/8/17
960,赣南秀鹰水果,食品店,13310428979,2009/8/18
961,角杯三峰水果旗舰店,食品店,13325346275,2009/8/19
962,柴门庄园旗舰店,食品店,13214782350,2009/8/20
963,淇芬鲜旗舰店,食品店,13387184591,2009/8/21
964,那座山水果旗舰店,食品店,13678451907,2009/8/22
965,甘子平旗舰店,食品店,13212432636,2009/8/23
966,悦香果旗舰店,食品店,13701926278,2009/8/24
967,宫滋园旗舰店,食品店,13119765099,2009/8/25
968,荷塘月色7006,食品店,13551801325,2009/8/26
969,喵到良品旗舰店,食品店,13898071405,2009/8/27
970,董师傅水果旗舰店,食品店,13139730126,2009/8/28
971,qinyangg,食品店,13219128509,2009/8/29
972,好优品服务站,食品店,13583319069,2009/8/30
973,余拙园旗舰店,食品店,13857372763,2009/8/31
974,华深旗舰店,食品店,13439353269,2009/9/1
975,花幕旗舰店,食品店,13963706280,2009/9/2
976,小鱼山旗舰店,食品店,13103179139,2009/9/3
977,锡果匠旗舰店,食品店,13920348444,2009/9/4
978,鲜千里旗舰店,食品店,13658500773,2009/9/5
979,喜卡农旗舰店,食品店,13662635833,2009/9/6
980,shenxiao91,食品店,13132043375,2009/9/7
981,鲜盛祥旗舰店,食品店,13615179608,2009/9/8
982,珍仙滋旗舰店,食品店,13496409555,2009/9/9
983,樱慕晴旗舰店,食品店,13835614430,2009/9/10
984,余小菜旗舰店,食品店,13315853210,2009/9/11
985,聚贤福旗舰店,食品店,13193554699,2009/9/12
986,钰航农场旗舰店,食品店,13342001269,2009/9/13
987,yejinchang123456,食品店,13646815474,2009/9/14
988,卤城苹果旗舰店,食品店,13549191798,2009/9/15
989,初晴旗舰店,食品店,13232530136,2009/9/16
990,亿熙旗舰店,食品店,13787650928,2009/9/17
991,寻食说,食品店,13968994543,2009/9/18
992,二喜家旗舰店,食品店,13516041348,2009/9/19
993,禧珠香旗舰店,食品店,13223749371,2009/9/20
994,亮源旗舰店,食品店,13230861140,2009/9/21
995,大学生创业ii梦瑶ii,食品店,13842595010,2009/9/22
996,梦断难寻110,食品店,13268678121,2009/9/23
997,尹旭飞2014,食品店,13569692564,2009/9/24
998,黄百万企业店铺,食品店,13893292357,2009/9/25
999,tangkai879,食品店,13380719957,2009/9/26
1000,一绿鲜旗舰店,食品店,13970023477,2009/9/27
1001,媛y儿,食品店,13368710778,2009/9/28
1002,一统果家旗舰店,食品店,13613131816,2009/9/29
1003,zcw黎阳,食品店,13690879776,2009/9/30
1004,德果乐水果旗舰店,食品店,13499972696,2009/10/1
1005,水果老农旗舰店,食品店,13990492280,2009/10/2
1006,尚果园驿水果旗舰店,食品店,13729498017,2009/10/3
1007,百宝源水果旗舰店,食品店,13254770465,2009/10/4
1008,冰雨兔旗舰店,食品店,13794104920,2009/10/5
1009,鑫魅力旗舰店,食品店,13620154524,2009/10/6
1010,河东印记旗舰店,食品店,13159941446,2009/10/7
1011,青草岭生产队旗舰店,食品店,13665895399,2009/10/8
1012,goldengift,食品店,13150156655,2009/10/9
1013,佑鲜生旗舰店,食品店,13669501025,2009/10/10
1014,wy沙漠里的鱼,食品店,13136610687,2009/10/11
1015,o开水养鱼o,食品店,13976519143,2009/10/12
1016,黄俊豪peter,食品店,13670081434,2009/10/13
1017,qq595118021,食品店,13784250527,2009/10/14
1018,果佳懿旗舰店,食品店,13926687170,2009/10/15
1019,娘娘驾到水果旗舰店,食品店,13586610987,2009/10/16
1020,闽西人旗舰店,食品店,13648066883,2009/10/17
1021,百芬果恋旗舰店,食品店,13304809971,2009/10/18
1022,果克先生旗舰店,食品店,13346018501,2009/10/19
1023,西域红帆,食品店,13683094782,2009/10/20
1024,喜迎春食品旗舰店,食品店,13150145193,2009/10/21
1025,小鲜柚旗舰店,食品店,13605042096,2009/10/22
1026,锅腰岭旗舰店,食品店,13961062341,2009/10/23
1027,澳农卡旗舰店,食品店,13255822481,2009/10/24
1028,十记金柚旗舰店,食品店,13231009321,2009/10/25
1029,七鲜生,食品店,13671301193,2009/10/26
1030,鲜劲旗舰店,食品店,13395277395,2009/10/27
1031,鲜彰旗舰店,食品店,13370269372,2009/10/28
1032,御福柚旗舰店,食品店,13892466980,2009/10/29
1033,农百源旗舰店,食品店,13360035716,2009/10/30
1034,六谷生态农业,食品店,13425598583,2009/10/31
1035,高端大气低调奢华8,食品店,13895788476,2009/11/1
1036,逛淘淘贝贝,食品店,13817542893,2009/11/2
1037,本草天香帝锦专卖店,食品店,13918969662,2009/11/3
1038,甜鲜生果园,食品店,13113663534,2009/11/4
1039,鲜中心旗舰店,食品店,13836069572,2009/11/5
1040,夏商0593,食品店,13170410967,2009/11/6
1041,武台黄桃旗舰店,食品店,13302998065,2009/11/7
1042,太阳果旗舰店,食品店,13816571242,2009/11/8
1043,俏鲜莎旗舰店,食品店,13511033653,2009/11/9
1044,秦觅生鲜旗舰店,食品店,13342534859,2009/11/10
1045,青孖集旗舰店,食品店,13202761075,2009/11/11
1046,昆嵛街发晓专卖店,食品店,13450987094,2009/11/12
1047,果珍纯旗舰店,食品店,13952203849,2009/11/13
1048,炎陵黄桃旗舰店,食品店,13254860631,2009/11/14
1049,乐狸旗舰店,食品店,13903018693,2009/11/15
1050,此站是咖啡屋,食品店,13576119049,2009/11/16
1051,伊千寻食品旗舰店,食品店,13198698651,2009/11/17
1052,果然棒旗舰店,食品店,13335196374,2009/11/18
1053,土寨旗舰店,食品店,13652531929,2009/11/19
1054,336521lei,食品店,13568605441,2009/11/20
1055,tb223373696,食品店,13772624289,2009/11/21
1056,山果演义旗舰店,食品店,13605692878,2009/11/22
1057,鲜同行旗舰店,食品店,13317851526,2009/11/23
1058,泥大爷旗舰店,食品店,13242712943,2009/11/24
1059,邦百侬旗舰店,食品店,13843127417,2009/11/25
1060,蓝君旗舰店,食品店,13271052540,2009/11/26
1061,康盛兔业,食品店,13279589170,2009/11/27
1062,香当鲜旗舰店,食品店,13704123836,2009/11/28
1063,鲜果俏旗舰店,食品店,13454672505,2009/11/29
1064,朗溢旗舰店,食品店,13952014642,2009/11/30
1065,果鲜果爱旗舰店,食品店,13362403843,2009/12/1
1066,3小辉,食品店,13367499786,2009/12/2
1067,浙中桃花源旗舰店,食品店,13941531014,2009/12/3
1068,波司登代购,食品店,13558831866,2009/12/4
1069,星空下的恋人_tb,食品店,13544330952,2009/12/5
1070,怡然优果旗舰店,食品店,13562043161,2009/12/6
1071,嘉鹏食品专营店,食品店,13850665679,2009/12/7
1072,长青丰旗舰店,食品店,13554226958,2009/12/8
1073,张敏ququzhijia,食品店,13260281805,2009/12/9
1074,摆摊收回忆_88,食品店,13642741894,2009/12/10
1075,花果林旗舰店,食品店,13616252514,2009/12/11
1076,玉华唯美,食品店,13859192613,2009/12/12
1077,农夫地带旗舰店,食品店,13471367552,2009/12/13
1078,魔瞳哥哥,食品店,13306836299,2009/12/14
1079,朕是我旗舰店,食品店,13991426088,2009/12/15
1080,种桃人旗舰店,食品店,13699148850,2009/12/16
1081,麦生泰旗舰店,食品店,13569486529,2009/12/17
1082,古往今来i,食品店,13940910908,2009/12/18
1083,珑牛旗舰店,食品店,13370281530,2009/12/19
1084,世鲜旗舰店,食品店,13298546856,2009/12/20
1085,塬上原旗舰店,食品店,13682698347,2009/12/21
1086,鲜集乐旗舰店,食品店,13391327703,2009/12/22
1087,果恋萌食品旗舰店,食品店,13803369823,2009/12/23
1088,i果i家水果旗舰店,食品店,13900960079,2009/12/24
1089,季鲜纯旗舰店,食品店,13431639742,2009/12/25
1090,鹏程万里88813,食品店,13873781602,2009/12/26
1091,乐知果旗舰店,食品店,13321416855,2009/12/27
1092,山清水秀8078,食品店,13402503550,2009/12/28
1093,gujuanyu77,食品店,13954036414,2009/12/29
1094,洪掌柜旗舰店,食品店,13691791665,2009/12/30
1095,renyan198588,食品店,13121155979,2009/12/31
1096,沂蒙山鲜果园2555,食品店,13684453155,2010/1/1
1097,华小哥果园水果旗舰店,食品店,13659294359,2010/1/2
1098,贤桃崮旗舰店,食品店,13332007600,2010/1/3
1099,绿宝石f21,食品店,13527467302,2010/1/4
1100,皓美水果旗舰店,食品店,13535708445,2010/1/5
1101,炫果食代旗舰店,食品店,13722290038,2010/1/6
1102,淘佳乐服饰城,食品店,13684019842,2010/1/7
1103,huanglisl,食品店,13426499366,2010/1/8
1104,鲜留恋旗舰店,食品店,13236677723,2010/1/9
1105,山为媒旗舰店,食品店,13579971840,2010/1/10
1106,果师爷水果旗舰店,食品店,13985575453,2010/1/11
1107,风波庄旗舰店,食品店,13524918504,2010/1/12
1108,硕果鲜旗舰店,食品店,13186816042,2010/1/13
1109,果盾局旗舰店,食品店,13239997891,2010/1/14
1110,五斗春旗舰店,食品店,13619868705,2010/1/15
1111,熟果甜水果旗舰店,食品店,13447677573,2010/1/16
1112,壮山果派旗舰店,食品店,13664104134,2010/1/17
1113,沃森食品专营店,食品店,13767192253,2010/1/18
1114,惠淘赠果旗舰店,食品店,13521114403,2010/1/19
1115,探味君旗舰店,食品店,13615114052,2010/1/20
1116,水果总动员旗舰店,食品店,13231031911,2010/1/21
1117,然农旗舰店,食品店,13365541452,2010/1/22
1118,果志旗舰店,食品店,13577605135,2010/1/23
1119,果域皇旗舰店,食品店,13948471489,2010/1/24
1120,双乡旗舰店,食品店,13563380628,2010/1/25
1121,保丰岭旗舰店,食品店,13366107635,2010/1/26
1122,果势多旗舰店,食品店,13443466108,2010/1/27
1123,金约水果旗舰店,食品店,13893381072,2010/1/28
1124,源鲜汇旗舰店,食品店,13419430938,2010/1/29
1125,红河新顺源旗舰店,食品店,13218986747,2010/1/30
1126,沃翠园旗舰店,食品店,13731524177,2010/1/31
1127,欢森旗舰店,食品店,13929421587,2010/2/1
1128,半亩香旗舰店,食品店,13925412821,2010/2/2
1129,世纪村旗舰店,食品店,13567702171,2010/2/3
1130,至诚农商,食品店,13263366129,2010/2/4
1131,脆冠军旗舰店,食品店,13959349895,2010/2/5
1132,鸡栋中,食品店,13782384012,2010/2/6
1133,t_1505699510105_0702,食品店,13796158186,2010/2/7
1134,果大尉旗舰店,食品店,13777607699,2010/2/8
1135,果形果色旗舰店,食品店,13914749965,2010/2/9
1136,芈春旗舰店,食品店,13935820667,2010/2/10
1137,巡千鲜旗舰店,食品店,13781538562,2010/2/11
1138,恬小鲜旗舰店,食品店,13535956262,2010/2/12
1139,plml瓶子,食品店,13115542551,2010/2/13
1140,萌季旗舰店,食品店,13369445060,2010/2/14
1141,dole都乐旗舰店,食品店,13995653361,2010/2/15
1142,四季旺水果专营店,食品店,13951528983,2010/2/16
1143,果田果汇水果旗舰店,食品店,13673324912,2010/2/17
1144,井号旗舰店,食品店,13976972392,2010/2/18
1145,乡寸旗舰店,食品店,13267598768,2010/2/19
1146,益优果旗舰店,食品店,13484555027,2010/2/20
1147,梓芸农业旗舰店,食品店,13811266822,2010/2/21
1148,鲜果喜事旗舰店,食品店,13777376019,2010/2/22
1149,永恒的爱4051,食品店,13730315062,2010/2/23
1150,村野耕作水果旗舰店,食品店,13624124806,2010/2/24
1151,苏洪鲜食旗舰店,食品店,13187008432,2010/2/25
1152,李四叔旗舰店,食品店,13143605622,2010/2/26
1153,妙极旗舰店,食品店,13866044033,2010/2/27
1154,鲜巡抚旗舰店,食品店,13212310764,2010/2/28
1155,亿派旗舰店,食品店,13903024238,2010/3/1
1156,椰乡食品专营店,食品店,13503604251,2010/3/2
1157,巴果阁旗舰店,食品店,13156827869,2010/3/3
1158,道吉草旗舰店,食品店,13511224500,2010/3/4
1159,cindyyinlimin,食品店,13205141757,2010/3/5
1160,果值旗舰店,食品店,13293280710,2010/3/6
1161,妙果乐旗舰店,食品店,13467039085,2010/3/7
1162,太子哥哥旗舰店,食品店,13916790830,2010/3/8
1163,桔小萌旗舰店,食品店,13952511619,2010/3/9
1164,映鲜旗舰店,食品店,13936988267,2010/3/10
1165,田乐仕旗舰店,食品店,13415507222,2010/3/11
1166,光煜庄园食品旗舰店,食品店,13938049660,2010/3/12
1167,阳哥食品旗舰店,食品店,13447189800,2010/3/13
1168,蔬农生鲜旗舰店,食品店,13636138429,2010/3/14
1169,你点旗舰店,食品店,13321038824,2010/3/15
1170,喜源味旗舰店,食品店,13608893016,2010/3/16
1171,果鲜人旗舰店,食品店,13759479597,2010/3/17
1172,仙可旗舰店,食品店,13862037172,2010/3/18
1173,庄客水果旗舰店,食品店,13501919368,2010/3/19
1174,优胜2008,食品店,13432632009,2010/3/20
1175,博多客旗舰店,食品店,13321703611,2010/3/21
1176,朵虹旗舰店,食品店,13101736598,2010/3/22
1177,花不凡旗舰店,食品店,13913097351,2010/3/23
1178,寻味当年旗舰店,食品店,13654342892,2010/3/24
1179,醇果丽旗舰店,食品店,13845568112,2010/3/25
1180,lxh20110810,食品店,13218357305,2010/3/26
1181,sunny_bear1,食品店,13174535757,2010/3/27
1182,tb9066169_11,食品店,13485580849,2010/3/28
1183,水云边旗舰店,食品店,13208327837,2010/3/29
1184,添怡果旗舰店,食品店,13830191702,2010/3/30
1185,闽沃旗舰店,食品店,13772482867,2010/3/31
1186,铂果旗舰店,食品店,13884160012,2010/4/1
1187,鲜巴佬旗舰店,食品店,13499894322,2010/4/2
1188,平凡的魅力zyl,食品店,13700550017,2010/4/3
1189,蜜蜜小果旗舰店,食品店,13306463496,2010/4/4
1190,珍果妙旗舰店,食品店,13640042876,2010/4/5
1191,农派三叔旗舰店,食品店,13966544314,2010/4/6
1192,两木柚园腾速专卖店,食品店,13916484994,2010/4/7
1193,仙果悠悠旗舰店,食品店,13954117804,2010/4/8
1194,地道果旗舰店,食品店,13819483854,2010/4/9
1195,博多客食品专营店,食品店,13278702505,2010/4/10
1196,果义王旗舰店,食品店,13578513347,2010/4/11
1197,鲜箭旗舰店,食品店,13726347551,2010/4/12
1198,醉爱果旗舰店,食品店,13557445930,2010/4/13
1199,昊诚旗舰店,食品店,13275170207,2010/4/14
1200,果季乐旗舰店,食品店,13465152032,2010/4/15
1201,果露坊旗舰店,食品店,13553953665,2010/4/16
1202,宫贝旗舰店,食品店,13440907869,2010/4/17
1203,津澄食品旗舰店,食品店,13944130516,2010/4/18
1204,茂果坊旗舰店,食品店,13305267973,2010/4/19
1205,时鲜生旗舰店,食品店,13395384554,2010/4/20
1206,翠翘园旗舰店,食品店,13314785310,2010/4/21
1207,wuduer,食品店,13459497260,2010/4/22
1208,tb08248046,食品店,13519805348,2010/4/23
1209,只为你510520,食品店,13120223632,2010/4/24
1210,麦穗果旗舰店,食品店,13701982746,2010/4/25
1211,尊益鲜旗舰店,食品店,13446727075,2010/4/26
1212,贞果园食品旗舰店,食品店,13251412232,2010/4/27
1213,南方农家果园,食品店,13718347826,2010/4/28
1214,牛鲨旗舰店,食品店,13228940740,2010/4/29
1215,北海特产直供店,食品店,13733088985,2010/4/30
1216,nzhuabgdao,食品店,13207648277,2010/5/1
1217,瓜桃李芒旗舰店,食品店,13814661910,2010/5/2
1218,平和小农女,食品店,13778059865,2010/5/3
1219,致味臻象旗舰店,食品店,13265232897,2010/5/4
1220,弘展水果旗舰店,食品店,13998564816,2010/5/5
1221,果味来旗舰店,食品店,13898823084,2010/5/6
1222,刘老根食品旗舰店,食品店,13362195016,2010/5/7
1223,果利丰旗舰店,食品店,13248089213,2010/5/8
1224,胖小丫旗舰店,食品店,13869687283,2010/5/9
1225,佑相汇,食品店,13803570852,2010/5/10
1226,淘食汇,食品店,13612391667,2010/5/11
1227,鑫润霖旗舰店,食品店,13797618726,2010/5/12
1228,ltc15677611742,食品店,13838875347,2010/5/13
1229,泰果园旗舰店,食品店,13725977969,2010/5/14
1230,彩尚果旗舰店,食品店,13127060626,2010/5/15
1231,苹贡村旗舰店,食品店,13819849629,2010/5/16
1232,养乐派旗舰店,食品店,13844484690,2010/5/17
1233,果缤纷生态鲜果店,食品店,13279297165,2010/5/18
1234,悦界食品旗舰店,食品店,13349439321,2010/5/19
1235,逸恒食品专营店,食品店,13222621201,2010/5/20
1236,美市多旗舰店,食品店,13807404876,2010/5/21
1237,姚绿鲜水果旗舰店,食品店,13415922136,2010/5/22
1238,维桑水果旗舰店,食品店,13866279032,2010/5/23
1239,淘农果旗舰店,食品店,13900099306,2010/5/24
1240,草王之家,食品店,13721129504,2010/5/25
1241,果王山旗舰店,食品店,13252585254,2010/5/26
1242,tb148421_88,食品店,13277205662,2010/5/27
1243,海屿水果旗舰店,食品店,13281233928,2010/5/28
1244,天曙森野旗舰店,食品店,13187776453,2010/5/29
1245,优谷坊,食品店,13847421739,2010/5/30
1246,暮云收尽溢清寒uu,食品店,13435162533,2010/5/31
1247,南地拉屎的别走,食品店,13224527776,2010/6/1
1248,果味达旗舰店,食品店,13183005263,2010/6/2
1249,壮乡源旗舰店,食品店,13339357987,2010/6/3
1250,yy259420,食品店,13883018335,2010/6/4
1251,李家的特产,食品店,13121233945,2010/6/5
1252,悠百果旗舰店,食品店,13874277661,2010/6/6
1253,迎果恋旗舰店,食品店,13858164043,2010/6/7
1254,农利鲜旗舰店,食品店,13185467093,2010/6/8
1255,tb959433613,食品店,13420854906,2010/6/9
